index,next_index,path_id,start_label,end_label
2546,4252,1861_1512,2,4
4252,8034,1861_1512,2,4
8034,415,1861_1512,2,4
415,3092,1861_1512,2,4
3092,1512,1861_1512,2,4
9610,6257,9610_2633,7,9
6257,2818,9610_2633,7,9
2818,2586,9610_2633,7,9
2586,3816,9610_2633,7,9
3816,7266,9610_2633,7,9
7266,2633,9610_2633,7,9
9233,8833,9233_1976,1,7
8833,355,9233_1976,1,7
355,8998,9233_1976,1,7
8998,2579,9233_1976,1,7
2579,7942,9233_1976,1,7
7942,9178,9233_1976,1,7
9178,1976,9233_1976,1,7
8964,8701,8964_3913,9,8
8701,1718,8964_3913,9,8
1718,3270,8964_3913,9,8
3270,3913,8964_3913,9,8
1612,2661,1612_2308,6,5
2661,4247,1612_2308,6,5
4247,195,1612_2308,6,5
195,4250,1612_2308,6,5
4250,3068,1612_2308,6,5
3068,486,1612_2308,6,5
486,2308,1612_2308,6,5
7631,4924,7631_8190,7,5
4924,3879,7631_8190,7,5
3879,6662,7631_8190,7,5
6662,9182,7631_8190,7,5
9182,1491,7631_8190,7,5
1491,8190,7631_8190,7,5
4308,7665,4308_1568,4,9
7665,2571,4308_1568,4,9
2571,5633,4308_1568,4,9
5633,880,4308_1568,4,9
880,1568,4308_1568,4,9
7703,9133,7703_0,5,6
9133,5216,7703_0,5,6
5216,8957,7703_0,5,6
8957,0,7703_0,5,6
4200,6441,4200_9086,9,4
6441,8753,4200_9086,9,4
8753,750,4200_9086,9,4
750,7157,4200_9086,9,4
7157,9086,4200_9086,9,4
9396,1092,9396_3135,9,8
1092,8710,9396_3135,9,8
8710,64,9396_3135,9,8
64,2446,9396_3135,9,8
2446,3135,9396_3135,9,8
994,5976,994_1579,7,0
5976,9892,994_1579,7,0
9892,7495,994_1579,7,0
7495,7632,994_1579,7,0
7632,5587,994_1579,7,0
5587,3943,994_1579,7,0
3943,5193,994_1579,7,0
5193,1579,994_1579,7,0
3568,3343,3568_253,8,2
3343,2798,3568_253,8,2
2798,1537,3568_253,8,2
1537,8354,3568_253,8,2
8354,253,3568_253,8,2
7907,3402,7907_2282,6,2
3402,8377,7907_2282,6,2
8377,6705,7907_2282,6,2
6705,1232,7907_2282,6,2
1232,9500,7907_2282,6,2
9500,5827,7907_2282,6,2
5827,3220,7907_2282,6,2
3220,2282,7907_2282,6,2
9923,2600,9923_3137,1,2
2600,6911,9923_3137,1,2
6911,4022,9923_3137,1,2
4022,3013,9923_3137,1,2
3013,3656,9923_3137,1,2
3656,8290,9923_3137,1,2
8290,3137,9923_3137,1,2
5664,2802,5664_9185,6,9
2802,4937,5664_9185,6,9
4937,6798,5664_9185,6,9
6798,9051,5664_9185,6,9
9051,9185,5664_9185,6,9
6466,8797,6466_2349,4,2
8797,6288,6466_2349,4,2
6288,4522,6466_2349,4,2
4522,9738,6466_2349,4,2
9738,2349,6466_2349,4,2
5814,7168,5814_2891,5,7
7168,6662,5814_2891,5,7
6662,8321,5814_2891,5,7
8321,6958,5814_2891,5,7
6958,2891,5814_2891,5,7
3534,964,3534_493,4,2
964,1055,3534_493,4,2
1055,333,3534_493,4,2
333,6378,3534_493,4,2
6378,8681,3534_493,4,2
8681,493,3534_493,4,2
3172,3771,3172_9614,5,2
3771,77,3172_9614,5,2
77,8986,3172_9614,5,2
8986,9614,3172_9614,5,2
4886,7680,4886_7047,1,9
7680,2008,4886_7047,1,9
2008,4012,4886_7047,1,9
4012,6456,4886_7047,1,9
6456,964,4886_7047,1,9
964,2993,4886_7047,1,9
2993,4804,4886_7047,1,9
4804,9886,4886_7047,1,9
9886,7047,4886_7047,1,9
8153,1404,8153_3563,9,0
1404,775,8153_3563,9,0
775,9488,8153_3563,9,0
9488,508,8153_3563,9,0
508,528,8153_3563,9,0
528,3563,8153_3563,9,0
526,9641,526_5902,3,2
9641,9474,526_5902,3,2
9474,5902,526_5902,3,2
6793,4351,6793_7749,9,2
4351,7031,6793_7749,9,2
7031,9381,6793_7749,9,2
9381,5442,6793_7749,9,2
5442,7749,6793_7749,9,2
5670,3299,5670_5109,5,4
3299,284,5670_5109,5,4
284,4964,5670_5109,5,4
4964,2785,5670_5109,5,4
2785,5109,5670_5109,5,4
3517,6851,3517_3335,4,7
6851,5514,3517_3335,4,7
5514,3440,3517_3335,4,7
3440,8793,3517_3335,4,7
8793,3335,3517_3335,4,7
8309,7386,8309_1021,3,1
7386,8753,8309_1021,3,1
8753,1260,8309_1021,3,1
1260,8271,8309_1021,3,1
8271,1021,8309_1021,3,1
9953,7408,9953_6207,0,8
7408,6815,9953_6207,0,8
6815,4271,9953_6207,0,8
4271,4033,9953_6207,0,8
4033,6207,9953_6207,0,8
135,6412,135_8452,3,6
6412,53,135_8452,3,6
53,8452,135_8452,3,6
258,4277,258_8242,2,8
4277,2405,258_8242,2,8
2405,7122,258_8242,2,8
7122,8242,258_8242,2,8
8024,7820,8024_3325,0,5
7820,6745,8024_3325,0,5
6745,1252,8024_3325,0,5
1252,3849,8024_3325,0,5
3849,3325,8024_3325,0,5
9446,76,9446_2584,0,2
76,5280,9446_2584,0,2
5280,7020,9446_2584,0,2
7020,3902,9446_2584,0,2
3902,106,9446_2584,0,2
106,2584,9446_2584,0,2
5453,3952,5453_7094,6,9
3952,1354,5453_7094,6,9
1354,6744,5453_7094,6,9
6744,1820,5453_7094,6,9
1820,5233,5453_7094,6,9
5233,7268,5453_7094,6,9
7268,7094,5453_7094,6,9
2985,5320,2985_9688,6,4
5320,2967,2985_9688,6,4
2967,6374,2985_9688,6,4
6374,4656,2985_9688,6,4
4656,8138,2985_9688,6,4
8138,497,2985_9688,6,4
497,9688,2985_9688,6,4
8233,3990,8233_232,4,6
3990,2467,8233_232,4,6
2467,5744,8233_232,4,6
5744,6991,8233_232,4,6
6991,2344,8233_232,4,6
2344,232,8233_232,4,6
9796,8319,9796_1352,6,1
8319,1352,9796_1352,6,1
6594,5470,6594_8306,4,2
5470,4301,6594_8306,4,2
4301,9223,6594_8306,4,2
9223,7565,6594_8306,4,2
7565,7824,6594_8306,4,2
7824,8306,6594_8306,4,2
6671,1718,6671_3270,9,8
1718,3270,6671_3270,9,8
6564,8059,6564_8391,8,5
8059,8391,6564_8391,8,5
2408,9484,2408_2399,5,4
9484,4398,2408_2399,5,4
4398,8442,2408_2399,5,4
8442,7881,2408_2399,5,4
7881,2399,2408_2399,5,4
1416,8372,1416_5463,3,0
8372,1197,1416_5463,3,0
1197,1219,1416_5463,3,0
1219,6790,1416_5463,3,0
6790,5463,1416_5463,3,0
9117,6032,9117_9723,0,8
6032,5044,9117_9723,0,8
5044,1314,9117_9723,0,8
1314,9793,9117_9723,0,8
9793,3145,9117_9723,0,8
3145,9723,9117_9723,0,8
3870,6730,3870_8275,9,8
6730,8907,3870_8275,9,8
8907,3922,3870_8275,9,8
3922,8275,3870_8275,9,8
2968,2793,2968_9558,6,8
2793,4865,2968_9558,6,8
4865,381,2968_9558,6,8
381,8052,2968_9558,6,8
8052,9558,2968_9558,6,8
2928,4990,2928_5700,8,3
4990,4221,2928_5700,8,3
4221,3616,2928_5700,8,3
3616,313,2928_5700,8,3
313,5700,2928_5700,8,3
7514,8707,7514_787,7,1
8707,5976,7514_787,7,1
5976,6010,7514_787,7,1
6010,5287,7514_787,7,1
5287,8642,7514_787,7,1
8642,787,7514_787,7,1
1614,8639,1614_2255,0,1
8639,6321,1614_2255,0,1
6321,2271,1614_2255,0,1
2271,9054,1614_2255,0,1
9054,2255,1614_2255,0,1
4196,6707,4196_6192,4,6
6707,8115,4196_6192,4,6
8115,2788,4196_6192,4,6
2788,2359,4196_6192,4,6
2359,5118,4196_6192,4,6
5118,6192,4196_6192,4,6
9340,8603,9340_5733,6,0
8603,9346,9340_5733,6,0
9346,1557,9340_5733,6,0
1557,5733,9340_5733,6,0
1340,2768,1340_4526,3,9
2768,2442,1340_4526,3,9
2442,2340,1340_4526,3,9
2340,4526,1340_4526,3,9
7533,7940,7533_1112,1,8
7940,2387,7533_1112,1,8
2387,6374,7533_1112,1,8
6374,120,7533_1112,1,8
120,1112,7533_1112,1,8
7047,149,7047_814,9,6
149,4775,7047_814,9,6
4775,5521,7047_814,9,6
5521,4245,7047_814,9,6
4245,814,7047_814,9,6
3010,2092,3010_6545,6,5
2092,8776,3010_6545,6,5
8776,7058,3010_6545,6,5
7058,2442,3010_6545,6,5
2442,6545,3010_6545,6,5
6807,4859,6807_6433,4,7
4859,4804,6807_6433,4,7
4804,2993,6807_6433,4,7
2993,964,6807_6433,4,7
964,9924,6807_6433,4,7
9924,5832,6807_6433,4,7
5832,6433,6807_6433,4,7
3688,6889,3688_8820,8,9
6889,9051,3688_8820,8,9
9051,8638,3688_8820,8,9
8638,1389,3688_8820,8,9
1389,8820,3688_8820,8,9
6052,3648,6052_2927,9,5
3648,7969,6052_2927,9,5
7969,862,6052_2927,9,5
862,104,6052_2927,9,5
104,2927,6052_2927,9,5
2845,6871,2845_5239,6,3
6871,6039,2845_5239,6,3
6039,5239,2845_5239,6,3
1270,4940,1270_2674,4,5
4940,7726,1270_2674,4,5
7726,3654,1270_2674,4,5
3654,2674,1270_2674,4,5
9575,2794,9575_5438,8,0
2794,6442,9575_5438,8,0
6442,5137,9575_5438,8,0
5137,8451,9575_5438,8,0
8451,8434,9575_5438,8,0
8434,5438,9575_5438,8,0
1493,3111,1493_4935,4,1
3111,7581,1493_4935,4,1
7581,7888,1493_4935,4,1
7888,595,1493_4935,4,1
595,4935,1493_4935,4,1
3404,6213,3404_5238,9,6
6213,2352,3404_5238,9,6
2352,6707,3404_5238,9,6
6707,8115,3404_5238,9,6
8115,6464,3404_5238,9,6
6464,5600,3404_5238,9,6
5600,5238,3404_5238,9,6
7111,4394,7111_6403,3,6
4394,9548,7111_6403,3,6
9548,9208,7111_6403,3,6
9208,876,7111_6403,3,6
876,6403,7111_6403,3,6
8526,1617,8526_1253,1,8
1617,9085,8526_1253,1,8
9085,6918,8526_1253,1,8
6918,4654,8526_1253,1,8
4654,6937,8526_1253,1,8
6937,4289,8526_1253,1,8
4289,1873,8526_1253,1,8
1873,4861,8526_1253,1,8
4861,9530,8526_1253,1,8
9530,1253,8526_1253,1,8
8880,3424,8880_5939,8,2
3424,203,8880_5939,8,2
203,7605,8880_5939,8,2
7605,9250,8880_5939,8,2
9250,3558,8880_5939,8,2
3558,5939,8880_5939,8,2
3515,5946,3515_4320,7,9
5946,681,3515_4320,7,9
681,154,3515_4320,7,9
154,1625,3515_4320,7,9
1625,9789,3515_4320,7,9
9789,4320,3515_4320,7,9
7034,6855,7034_491,8,2
6855,2690,7034_491,8,2
2690,6004,7034_491,8,2
6004,491,7034_491,8,2
9152,1732,9152_7120,7,6
1732,1853,9152_7120,7,6
1853,1260,9152_7120,7,6
1260,9381,9152_7120,7,6
9381,9472,9152_7120,7,6
9472,7120,9152_7120,7,6
1482,4909,1482_2947,2,7
4909,4395,1482_2947,2,7
4395,3324,1482_2947,2,7
3324,40,1482_2947,2,7
40,2947,1482_2947,2,7
198,4917,198_2000,9,1
4917,3836,198_2000,9,1
3836,4734,198_2000,9,1
4734,9578,198_2000,9,1
9578,9748,198_2000,9,1
9748,4132,198_2000,9,1
4132,2887,198_2000,9,1
2887,2000,198_2000,9,1
9367,805,9367_4872,6,4
805,8433,9367_4872,6,4
8433,2055,9367_4872,6,4
2055,8115,9367_4872,6,4
8115,6707,9367_4872,6,4
6707,2524,9367_4872,6,4
2524,4872,9367_4872,6,4
1243,4682,1243_8730,9,7
4682,8730,1243_8730,9,7
3771,114,3771_9578,6,1
114,352,3771_9578,6,1
352,1377,3771_9578,6,1
1377,8040,3771_9578,6,1
8040,7424,3771_9578,6,1
7424,2946,3771_9578,6,1
2946,9578,3771_9578,6,1
5153,5899,5153_4175,5,4
5899,5412,5153_4175,5,4
5412,6131,5153_4175,5,4
6131,6003,5153_4175,5,4
6003,4175,5153_4175,5,4
3389,7198,3389_9527,0,7
7198,8951,3389_9527,0,7
8951,3516,3389_9527,0,7
3516,2947,3389_9527,0,7
2947,9527,3389_9527,0,7
1253,1578,1253_5881,8,5
1578,3930,1253_5881,8,5
3930,3206,1253_5881,8,5
3206,5881,1253_5881,8,5
9646,8936,9646_7849,1,3
8936,6138,9646_7849,1,3
6138,1505,9646_7849,1,3
1505,8508,9646_7849,1,3
8508,8904,9646_7849,1,3
8904,970,9646_7849,1,3
970,1896,9646_7849,1,3
1896,6085,9646_7849,1,3
6085,8040,9646_7849,1,3
8040,862,9646_7849,1,3
862,104,9646_7849,1,3
104,7849,9646_7849,1,3
2162,231,2162_9891,0,7
231,8451,2162_9891,0,7
8451,4726,2162_9891,0,7
4726,2450,2162_9891,0,7
2450,9381,2162_9891,0,7
9381,7027,2162_9891,0,7
7027,896,2162_9891,0,7
896,9891,2162_9891,0,7
9540,6232,9540_1816,7,6
6232,7065,9540_1816,7,6
7065,9472,9540_1816,7,6
9472,7120,9540_1816,7,6
7120,5916,9540_1816,7,6
5916,2849,9540_1816,7,6
2849,1816,9540_1816,7,6
4395,3324,4395_3023,4,9
3324,6958,4395_3023,4,9
6958,8321,4395_3023,4,9
8321,9276,4395_3023,4,9
9276,5404,4395_3023,4,9
5404,3017,4395_3023,4,9
3017,3023,4395_3023,4,9
9889,8776,9889_1190,5,1
8776,887,9889_1190,5,1
887,7616,9889_1190,5,1
7616,2366,9889_1190,5,1
2366,4172,9889_1190,5,1
4172,4470,9889_1190,5,1
4470,1190,9889_1190,5,1
2142,5779,2142_1966,1,9
5779,4892,2142_1966,1,9
4892,7209,2142_1966,1,9
7209,3388,2142_1966,1,9
3388,513,2142_1966,1,9
513,9964,2142_1966,1,9
9964,8423,2142_1966,1,9
8423,5751,2142_1966,1,9
5751,1966,2142_1966,1,9
3748,2669,3748_6376,7,2
2669,4871,3748_6376,7,2
4871,3251,3748_6376,7,2
3251,4894,3748_6376,7,2
4894,6376,3748_6376,7,2
3302,8321,3302_8890,9,7
8321,8890,3302_8890,9,7
4387,1825,4387_1052,9,1
1825,3057,4387_1052,9,1
3057,5701,4387_1052,9,1
5701,4293,4387_1052,9,1
4293,4918,4387_1052,9,1
4918,1404,4387_1052,9,1
1404,1052,4387_1052,9,1
7044,7718,7044_6368,9,0
7718,3074,7044_6368,9,0
3074,2450,7044_6368,9,0
2450,5219,7044_6368,9,0
5219,6368,7044_6368,9,0
7741,5198,7741_29,4,5
5198,6063,7741_29,4,5
6063,9990,7741_29,4,5
9990,29,7741_29,4,5
3657,7281,3657_1145,5,1
7281,4843,3657_1145,5,1
4843,5091,3657_1145,5,1
5091,1394,3657_1145,5,1
1394,4216,3657_1145,5,1
4216,9423,3657_1145,5,1
9423,4516,3657_1145,5,1
4516,2749,3657_1145,5,1
2749,1145,3657_1145,5,1
125,3439,125_1131,6,7
3439,7264,125_1131,6,7
7264,1131,125_1131,6,7
2504,864,2504_9392,1,9
864,914,2504_9392,1,9
914,811,2504_9392,1,9
811,3547,2504_9392,1,9
3547,7640,2504_9392,1,9
7640,4356,2504_9392,1,9
4356,1719,2504_9392,1,9
1719,9392,2504_9392,1,9
7322,9597,7322_6824,0,3
9597,980,7322_6824,0,3
980,1018,7322_6824,0,3
1018,6824,7322_6824,0,3
1509,262,1509_9907,7,5
262,9336,1509_9907,7,5
9336,7605,1509_9907,7,5
7605,203,1509_9907,7,5
203,7997,1509_9907,7,5
7997,9907,1509_9907,7,5
3252,4490,3252_1838,9,6
4490,1902,3252_1838,9,6
1902,2470,3252_1838,9,6
2470,6464,3252_1838,9,6
6464,1838,3252_1838,9,6
6156,4978,6156_4748,2,1
4978,910,6156_4748,2,1
910,4654,6156_4748,2,1
4654,4298,6156_4748,2,1
4298,5809,6156_4748,2,1
5809,600,6156_4748,2,1
600,4748,6156_4748,2,1
2610,7890,2610_5498,4,6
7890,553,2610_5498,4,6
553,6707,2610_5498,4,6
6707,8115,2610_5498,4,6
8115,9460,2610_5498,4,6
9460,5498,2610_5498,4,6
5193,3943,5193_7539,0,7
3943,5587,5193_7539,0,7
5587,9343,5193_7539,0,7
9343,1198,5193_7539,0,7
1198,730,5193_7539,0,7
730,9304,5193_7539,0,7
9304,7539,5193_7539,0,7
2535,1167,2535_9403,1,7
1167,7923,2535_9403,1,7
7923,4303,2535_9403,1,7
4303,6752,2535_9403,1,7
6752,9403,2535_9403,1,7
4794,5378,4794_905,8,7
5378,8998,4794_905,8,7
8998,2579,4794_905,8,7
2579,4897,4794_905,8,7
4897,4687,4794_905,8,7
4687,4357,4794_905,8,7
4357,905,4794_905,8,7
187,8231,187_1744,4,5
8231,8717,187_1744,4,5
8717,2102,187_1744,4,5
2102,1744,187_1744,4,5
5949,2491,5949_9927,9,5
2491,1595,5949_9927,9,5
1595,5583,5949_9927,9,5
5583,9570,5949_9927,9,5
9570,9927,5949_9927,9,5
8406,1203,8406_3015,3,8
1203,8651,8406_3015,3,8
8651,4985,8406_3015,3,8
4985,3015,8406_3015,3,8
1370,1646,1370_8025,1,9
1646,5435,1370_8025,1,9
5435,2483,1370_8025,1,9
2483,4625,1370_8025,1,9
4625,3889,1370_8025,1,9
3889,8025,1370_8025,1,9
9900,7014,9900_4442,3,9
7014,9838,9900_4442,3,9
9838,9522,9900_4442,3,9
9522,4442,9900_4442,3,9
5553,9304,5553_4762,4,2
9304,8440,5553_4762,4,2
8440,6160,5553_4762,4,2
6160,4076,5553_4762,4,2
4076,4762,5553_4762,4,2
4737,8813,4737_7021,4,9
8813,7409,4737_7021,4,9
7409,7021,4737_7021,4,9
7640,6144,7640_410,9,0
6144,4686,7640_410,9,0
4686,2495,7640_410,9,0
2495,5044,7640_410,9,0
5044,5257,7640_410,9,0
5257,410,7640_410,9,0
1584,3417,1584_4792,4,3
3417,7969,1584_4792,4,3
7969,5588,1584_4792,4,3
5588,2178,1584_4792,4,3
2178,4792,1584_4792,4,3
2999,9069,2999_1340,5,3
9069,329,2999_1340,5,3
329,1137,2999_1340,5,3
1137,1340,2999_1340,5,3
2114,4802,2114_7372,0,2
4802,3051,2114_7372,0,2
3051,9189,2114_7372,0,2
9189,9200,2114_7372,0,2
9200,9283,2114_7372,0,2
9283,3729,2114_7372,0,2
3729,7372,2114_7372,0,2
4382,3979,4382_1610,5,8
3979,8362,4382_1610,5,8
8362,4273,4382_1610,5,8
4273,4161,4382_1610,5,8
4161,8416,4382_1610,5,8
8416,1610,4382_1610,5,8
5486,9481,5486_556,1,7
9481,5943,5486_556,1,7
5943,4675,5486_556,1,7
4675,5378,5486_556,1,7
5378,8998,5486_556,1,7
8998,2579,5486_556,1,7
2579,7942,5486_556,1,7
7942,1474,5486_556,1,7
1474,556,5486_556,1,7
7265,4511,7265_448,3,8
4511,4159,7265_448,3,8
4159,448,7265_448,3,8
865,1020,865_1312,6,8
1020,838,865_1312,6,8
838,1039,865_1312,6,8
1039,9428,865_1312,6,8
9428,1312,865_1312,6,8
7120,1123,7120_8742,6,1
1123,8115,7120_8742,6,1
8115,5499,7120_8742,6,1
5499,1827,7120_8742,6,1
1827,8742,7120_8742,6,1
9109,3639,9109_3375,3,1
3639,3482,9109_3375,3,1
3482,862,9109_3375,3,1
862,8040,9109_3375,3,1
8040,6085,9109_3375,3,1
6085,1896,9109_3375,3,1
1896,3375,9109_3375,3,1
352,9008,352_1037,5,3
9008,1921,352_1037,5,3
1921,4650,352_1037,5,3
4650,1037,352_1037,5,3
2424,8134,2424_786,4,9
8134,6031,2424_786,4,9
