index,next_index,path_id,start_label,end_label
7953,1101,1513_5310,7,4
1101,5310,1513_5310,7,4
5492,8483,5492_6452,4,3
8483,6706,5492_6452,4,3
6706,8263,5492_6452,4,3
8263,5108,5492_6452,4,3
5108,8850,5492_6452,4,3
8850,6452,5492_6452,4,3
9530,2899,9530_2780,8,4
2899,2590,9530_2780,8,4
2590,3697,9530_2780,8,4
3697,5673,9530_2780,8,4
5673,8412,9530_2780,8,4
8412,2780,9530_2780,8,4
6495,4816,6495_8717,6,5
4816,4396,6495_8717,6,5
4396,2967,6495_8717,6,5
2967,9859,6495_8717,6,5
9859,2631,6495_8717,6,5
2631,8717,6495_8717,6,5
3550,1003,3550_3895,8,0
1003,3815,3550_3895,8,0
3815,1413,3550_3895,8,0
1413,7188,3550_3895,8,0
7188,8566,3550_3895,8,0
8566,4836,3550_3895,8,0
4836,1853,3550_3895,8,0
1853,9488,3550_3895,8,0
9488,2020,3550_3895,8,0
2020,1338,3550_3895,8,0
1338,544,3550_3895,8,0
544,3895,3550_3895,8,0
4951,1976,4951_5440,3,4
1976,5511,4951_5440,3,4
5511,915,4951_5440,3,4
915,2265,4951_5440,3,4
2265,6881,4951_5440,3,4
6881,5440,4951_5440,3,4
8093,5724,8093_3033,9,3
5724,5588,8093_3033,9,3
5588,2178,8093_3033,9,3
2178,3504,8093_3033,9,3
3504,3033,8093_3033,9,3
1128,9882,1128_5586,9,8
9882,1886,1128_5586,9,8
1886,9767,1128_5586,9,8
9767,39,1128_5586,9,8
39,5586,1128_5586,9,8
3901,5919,3901_9017,8,4
5919,730,3901_9017,8,4
730,5198,3901_9017,8,4
5198,307,3901_9017,8,4
307,927,3901_9017,8,4
927,9017,3901_9017,8,4
6708,8744,6708_4022,8,1
8744,4216,6708_4022,8,1
4216,4022,6708_4022,8,1
7120,4121,7120_4649,6,2
4121,2967,7120_4649,6,2
2967,1894,7120_4649,6,2
1894,4649,7120_4649,6,2
367,5150,367_5255,4,5
5150,3697,367_5255,4,5
3697,2696,367_5255,4,5
2696,9381,367_5255,4,5
9381,7682,367_5255,4,5
7682,7644,367_5255,4,5
7644,5255,367_5255,4,5
9680,8973,9680_2808,3,1
8973,1214,9680_2808,3,1
1214,862,9680_2808,3,1
862,1827,9680_2808,3,1
1827,8040,9680_2808,3,1
8040,6085,9680_2808,3,1
6085,3593,9680_2808,3,1
3593,1896,9680_2808,3,1
1896,4020,9680_2808,3,1
4020,2565,9680_2808,3,1
2565,7880,9680_2808,3,1
7880,9335,9680_2808,3,1
9335,3340,9680_2808,3,1
3340,5315,9680_2808,3,1
5315,9940,9680_2808,3,1
9940,565,9680_2808,3,1
565,7943,9680_2808,3,1
7943,9262,9680_2808,3,1
9262,2404,9680_2808,3,1
2404,2808,9680_2808,3,1
6592,7131,6592_4308,3,4
7131,3069,6592_4308,3,4
3069,3122,6592_4308,3,4
3122,5588,6592_4308,3,4
5588,3302,6592_4308,3,4
3302,8279,6592_4308,3,4
8279,1079,6592_4308,3,4
1079,4308,6592_4308,3,4
3182,9695,3182_9176,0,4
9695,1443,3182_9176,0,4
1443,6032,3182_9176,0,4
6032,5044,3182_9176,0,4
5044,508,3182_9176,0,4
508,9974,3182_9176,0,4
9974,5900,3182_9176,0,4
5900,1375,3182_9176,0,4
1375,9176,3182_9176,0,4
8590,6042,8590_2300,9,0
6042,6288,8590_2300,9,0
6288,1338,8590_2300,9,0
1338,544,8590_2300,9,0
544,2300,8590_2300,9,0
8820,7047,8820_9687,9,8
7047,6625,8820_9687,9,8
6625,9543,8820_9687,9,8
9543,7031,8820_9687,9,8
7031,9295,8820_9687,9,8
9295,7138,8820_9687,9,8
7138,9687,8820_9687,9,8
6870,9182,6870_5322,6,9
9182,6662,6870_5322,6,9
6662,4758,6870_5322,6,9
4758,5322,6870_5322,6,9
4224,4394,4224_819,3,4
4394,2066,4224_819,3,4
2066,2674,4224_819,3,4
2674,5968,4224_819,3,4
5968,6659,4224_819,3,4
6659,8654,4224_819,3,4
8654,9880,4224_819,3,4
9880,819,4224_819,3,4
9010,1379,9010_5435,9,1
1379,6730,9010_5435,9,1
6730,5435,9010_5435,9,1
2537,2161,2537_5969,4,8
2161,5673,2537_5969,4,8
5673,4352,2537_5969,4,8
4352,5304,2537_5969,4,8
5304,3130,2537_5969,4,8
3130,985,2537_5969,4,8
985,5969,2537_5969,4,8
7558,5802,7558_6872,6,7
5802,2861,7558_6872,6,7
2861,1500,7558_6872,6,7
1500,4121,7558_6872,6,7
4121,9472,7558_6872,6,7
9472,919,7558_6872,6,7
919,6033,7558_6872,6,7
6033,6872,7558_6872,6,7
564,8523,564_3644,6,8
8523,6335,564_3644,6,8
6335,5365,564_3644,6,8
5365,9208,564_3644,6,8
9208,254,564_3644,6,8
254,985,564_3644,6,8
985,3644,564_3644,6,8
5993,8235,5993_2271,2,5
8235,4326,5993_2271,2,5
4326,5984,5993_2271,2,5
5984,2271,5993_2271,2,5
8609,2663,8609_4430,2,3
2663,4453,8609_4430,2,3
4453,2488,8609_4430,2,3
2488,9312,8609_4430,2,3
9312,4218,8609_4430,2,3
4218,4311,8609_4430,2,3
4311,4213,8609_4430,2,3
4213,4458,8609_4430,2,3
4458,6456,8609_4430,2,3
6456,996,8609_4430,2,3
996,57,8609_4430,2,3
57,7783,8609_4430,2,3
7783,2000,8609_4430,2,3
2000,780,8609_4430,2,3
780,3011,8609_4430,2,3
3011,3249,8609_4430,2,3
3249,4430,8609_4430,2,3
2747,9205,2747_2282,3,2
9205,8989,2747_2282,3,2
8989,3276,2747_2282,3,2
3276,1927,2747_2282,3,2
1927,2962,2747_2282,3,2
2962,2282,2747_2282,3,2
6180,7138,6180_4026,8,4
7138,9295,6180_4026,8,4
9295,7031,6180_4026,8,4
7031,949,6180_4026,8,4
949,6411,6180_4026,8,4
6411,8397,6180_4026,8,4
8397,5665,6180_4026,8,4
5665,6908,6180_4026,8,4
6908,4026,6180_4026,8,4
3842,6343,3842_3445,8,2
6343,9735,3842_3445,8,2
9735,8966,3842_3445,8,2
8966,3983,3842_3445,8,2
3983,3445,3842_3445,8,2
8072,2012,8072_8719,6,2
2012,5368,8072_8719,6,2
5368,1871,8072_8719,6,2
1871,7272,8072_8719,6,2
7272,5116,8072_8719,6,2
5116,2466,8072_8719,6,2
2466,8719,8072_8719,6,2
8985,7301,8985_7583,0,9
7301,8090,8985_7583,0,9
8090,1296,8985_7583,0,9
1296,4114,8985_7583,0,9
4114,2450,8985_7583,0,9
2450,5968,8985_7583,0,9
5968,8747,8985_7583,0,9
8747,7583,8985_7583,0,9
4590,6156,4590_4947,2,4
6156,1298,4590_4947,2,4
1298,4947,4590_4947,2,4
1062,2775,1062_4131,7,6
2775,7031,1062_4131,7,6
7031,9309,1062_4131,7,6
9309,4260,1062_4131,7,6
4260,1500,1062_4131,7,6
1500,7123,1062_4131,7,6
7123,4729,1062_4131,7,6
4729,4131,1062_4131,7,6
6163,2892,6163_867,8,9
2892,1248,6163_867,8,9
1248,8056,6163_867,8,9
8056,1802,6163_867,8,9
1802,867,6163_867,8,9
7934,3160,7934_3809,6,3
3160,4647,7934_3809,6,3
4647,9983,7934_3809,6,3
9983,177,7934_3809,6,3
177,3809,7934_3809,6,3
2844,6574,2844_5257,8,0
6574,3950,2844_5257,8,0
3950,1260,2844_5257,8,0
1260,8203,2844_5257,8,0
8203,4465,2844_5257,8,0
4465,3710,2844_5257,8,0
3710,6325,2844_5257,8,0
6325,5044,2844_5257,8,0
5044,5257,2844_5257,8,0
4894,3251,4894_610,2,7
3251,9727,4894_610,2,7
9727,5293,4894_610,2,7
5293,2775,4894_610,2,7
2775,610,4894_610,2,7
6607,6071,6607_4681,3,5
6071,3504,6607_4681,3,5
3504,9900,6607_4681,3,5
9900,5984,6607_4681,3,5
5984,452,6607_4681,3,5
452,4681,6607_4681,3,5
7899,3223,7899_7570,5,8
3223,4265,7899_7570,5,8
4265,1323,7899_7570,5,8
1323,7570,7899_7570,5,8
7258,2097,7258_802,6,1
2097,3643,7258_802,6,1
3643,232,7258_802,6,1
232,5907,7258_802,6,1
5907,4422,7258_802,6,1
4422,802,7258_802,6,1
9924,964,9924_5921,1,3
964,6773,9924_5921,1,3
6773,4742,9924_5921,1,3
4742,251,9924_5921,1,3
251,5921,9924_5921,1,3
4474,4224,4474_5365,3,6
4224,4394,4474_5365,3,6
4394,9548,4474_5365,3,6
9548,9208,4474_5365,3,6
9208,5365,4474_5365,3,6
7850,7016,7850_2373,9,6
7016,436,7850_2373,9,6
436,2696,7850_2373,9,6
2696,9381,7850_2373,9,6
9381,592,7850_2373,9,6
592,9115,7850_2373,9,6
9115,6614,7850_2373,9,6
6614,2373,7850_2373,9,6
4769,9241,4769_4808,5,6
9241,2109,4769_4808,5,6
2109,5566,4769_4808,5,6
5566,677,4769_4808,5,6
677,4808,4769_4808,5,6
9498,8412,9498_7913,4,3
8412,5673,9498_7913,4,3
5673,553,9498_7913,4,3
553,6707,9498_7913,4,3
6707,4927,9498_7913,4,3
4927,709,9498_7913,4,3
709,771,9498_7913,4,3
771,5889,9498_7913,4,3
5889,7913,9498_7913,4,3
973,2590,973_9873,9,5
2590,6317,973_9873,9,5
6317,4185,973_9873,9,5
4185,2238,973_9873,9,5
2238,9873,973_9873,9,5
2263,4955,2263_7610,8,6
4955,5221,2263_7610,8,6
5221,7302,2263_7610,8,6
7302,7917,2263_7610,8,6
7917,3470,2263_7610,8,6
3470,7610,2263_7610,8,6
7693,7867,7693_592,8,6
7867,735,7693_592,8,6
735,4811,7693_592,8,6
4811,592,7693_592,8,6
7517,6583,7517_1804,2,7
6583,9503,7517_1804,2,7
9503,2154,7517_1804,2,7
2154,8711,7517_1804,2,7
8711,1804,7517_1804,2,7
2949,8773,2949_8289,5,7
8773,4617,2949_8289,5,7
4617,2151,2949_8289,5,7
2151,5964,2949_8289,5,7
5964,4519,2949_8289,5,7
4519,8289,2949_8289,5,7
4161,361,4161_7369,5,9
361,6042,4161_7369,5,9
6042,7369,4161_7369,5,9
7753,5143,7753_476,6,2
5143,4396,7753_476,6,2
4396,2967,7753_476,6,2
2967,1894,7753_476,6,2
1894,476,7753_476,6,2
8717,6198,8717_6027,5,3
6198,486,8717_6027,5,3
486,9462,8717_6027,5,3
9462,2178,8717_6027,5,3
2178,9104,8717_6027,5,3
9104,6027,8717_6027,5,3
9735,6227,9735_8266,2,3
6227,6300,9735_8266,2,3
6300,6068,9735_8266,2,3
6068,1179,9735_8266,2,3
1179,8266,9735_8266,2,3
2966,6618,2966_9367,5,6
6618,986,2966_9367,5,6
986,865,2966_9367,5,6
865,8589,2966_9367,5,6
8589,9367,2966_9367,5,6
2667,3029,2667_1194,5,6
3029,9665,2667_1194,5,6
9665,1194,2667_1194,5,6
2699,4564,2699_9141,8,7
4564,8438,2699_9141,8,7
8438,2218,2699_9141,8,7
2218,2763,2699_9141,8,7
2763,7496,2699_9141,8,7
7496,9141,2699_9141,8,7
7723,7662,7723_6420,2,0
7662,8944,7723_6420,2,0
8944,5507,7723_6420,2,0
5507,3713,7723_6420,2,0
3713,7596,7723_6420,2,0
7596,6420,7723_6420,2,0
2503,1511,2503_8852,8,4
1511,7138,2503_8852,8,4
7138,9295,2503_8852,8,4
9295,8865,2503_8852,8,4
8865,8703,2503_8852,8,4
8703,8852,2503_8852,8,4
3040,1196,3040_7226,4,7
1196,8424,3040_7226,4,7
8424,7226,3040_7226,4,7
626,964,626_6399,1,8
964,4302,626_6399,1,8
4302,6730,626_6399,1,8
6730,1379,626_6399,1,8
1379,8447,626_6399,1,8
8447,3232,626_6399,1,8
3232,6399,626_6399,1,8
6265,1517,6265_1842,7,3
1517,2763,6265_1842,7,3
2763,7027,6265_1842,7,3
7027,9116,6265_1842,7,3
9116,1842,6265_1842,7,3
1330,474,1330_8587,8,4
474,6692,1330_8587,8,4
6692,519,1330_8587,8,4
519,3214,1330_8587,8,4
3214,8587,1330_8587,8,4
2477,233,2477_1475,0,7
233,3950,2477_1475,0,7
3950,3365,2477_1475,0,7
3365,1475,2477_1475,0,7
748,7132,748_1843,5,2
7132,5984,748_1843,5,2
5984,9900,748_1843,5,2
9900,7001,748_1843,5,2
7001,7749,748_1843,5,2
7749,9766,748_1843,5,2
9766,1843,748_1843,5,2
5683,6231,5683_5061,2,7
6231,2466,5683_5061,2,7
2466,5116,5683_5061,2,7
5116,9996,5683_5061,2,7
9996,5455,5683_5061,2,7
5455,5061,5683_5061,2,7
4113,3972,4113_588,0,5
3972,5449,4113_588,0,5
5449,3849,4113_588,0,5
3849,8018,4113_588,0,5
8018,4878,4113_588,0,5
4878,588,4113_588,0,5
7890,1959,7890_9758,4,3
1959,7421,7890_9758,4,3
7421,4789,7890_9758,4,3
4789,2548,7890_9758,4,3
2548,1732,7890_9758,4,3
1732,9488,7890_9758,4,3
9488,9656,7890_9758,4,3
9656,9720,7890_9758,4,3
9720,747,7890_9758,4,3
747,9758,7890_9758,4,3
4009,2895,4009_46,0,6
2895,7604,4009_46,0,6
7604,5193,4009_46,0,6
5193,6858,4009_46,0,6
6858,46,4009_46,0,6
6227,9004,6227_8933,2,1
9004,8138,6227_8933,2,1
8138,3388,6227_8933,2,1
3388,7209,6227_8933,2,1
7209,4892,6227_8933,2,1
4892,8933,6227_8933,2,1
9300,296,9300_5735,3,1
296,7344,9300_5735,3,1
7344,6004,9300_5735,3,1
6004,5912,9300_5735,3,1
5912,5534,9300_5735,3,1
5534,2387,9300_5735,3,1
2387,3645,9300_5735,3,1
3645,3139,9300_5735,3,1
3139,5735,9300_5735,3,1
9563,4175,9563_4014,4,0
4175,9631,9563_4014,4,0
9631,8219,9563_4014,4,0
8219,4397,9563_4014,4,0
4397,3854,9563_4014,4,0
3854,4014,9563_4014,4,0
3977,6012,3977_5488,4,5
6012,5535,3977_5488,4,5
5535,2442,3977_5488,4,5
2442,8270,3977_5488,4,5
8270,4601,3977_5488,4,5
4601,5488,3977_5488,4,5
8191,9741,8191_6550,6,0
9741,6998,8191_6550,6,0
6998,4706,8191_6550,6,0
4706,6550,8191_6550,6,0
2089,5608,2089_9711,5,9
5608,8689,2089_9711,5,9
8689,3533,2089_9711,5,9
3533,5631,2089_9711,5,9
5631,9711,2089_9711,5,9
7307,4247,7307_9473,6,3
4247,7318,7307_9473,6,3
7318,8662,7307_9473,6,3
8662,6794,7307_9473,6,3
6794,3504,7307_9473,6,3
3504,9473,7307_9473,6,3
4059,1835,4059_7743,9,6
1835,6707,4059_7743,9,6
6707,8115,4059_7743,9,6
8115,2489,4059_7743,9,6
2489,4457,4059_7743,9,6
4457,7743,4059_7743,9,6
2944,9530,2944_5992,8,3
9530,649,2944_5992,8,3
649,9116,2944_5992,8,3
9116,1306,2944_5992,8,3
1306,5992,2944_5992,8,3
2204,2426,2204_9615,1,7
2426,6252,2204_9615,1,7
6252,89,2204_9615,1,7
89,8581,2204_9615,1,7
8581,2579,2204_9615,1,7
2579,7942,2204_9615,1,7
7942,9178,2204_9615,1,7
9178,1976,2204_9615,1,7
1976,9615,2204_9615,1,7
6189,5667,6189_7982,2,0
5667,7565,6189_7982,2,0
7565,9294,6189_7982,2,0
9294,3064,6189_7982,2,0
3064,7982,6189_7982,2,0
8244,9756,8244_4567,2,8
9756,3070,8244_4567,2,8
3070,4567,8244_4567,2,8
1772,2340,1772_773,4,6
2340,1112,1772_773,4,6
1112,5784,1772_773,4,6
5784,5596,1772_773,4,6
5596,773,1772_773,4,6
786,3547,786_3246,9,3
3547,1379,786_3246,9,3
1379,9954,786_3246,9,3
9954,2651,786_3246,9,3
2651,3246,786_3246,9,3
7114,8053,7114_5763,2,7
8053,7354,7114_5763,2,7
7354,2095,7114_5763,2,7
2095,8707,7114_5763,2,7
8707,9719,7114_5763,2,7
9719,5763,7114_5763,2,7
3905,2868,3905_8594,0,4
2868,101,3905_8594,0,4
101,4916,3905_8594,0,4
4916,3123,3905_8594,0,4
3123,3516,3905_8594,0,4
3516,2692,3905_8594,0,4
2692,3892,3905_8594,0,4
3892,8594,3905_8594,0,4
4481,1622,4481_623,6,2
1622,6543,4481_623,6,2
6543,3650,4481_623,6,2
3650,8399,4481_623,6,2
8399,7873,4481_623,6,2
7873,4731,4481_623,6,2
4731,623,4481_623,6,2
8707,4102,8707_952,7,4
4102,8407,8707_952,7,4
8407,7338,8707_952,7,4
7338,4439,8707_952,7,4
4439,952,8707_952,7,4
250,6314,250_2915,7,9
6314,2915,250_2915,7,9
3561,2146,3561_6149,4,5
2146,6155,3561_6149,4,5
6155,6149,3561_6149,4,5
3553,1302,3553_4864,1,7
1302,2193,3553_4864,1,7
2193,2579,3553_4864,1,7
2579,7942,3553_4864,1,7
7942,9178,3553_4864,1,7
9178,595,3553_4864,1,7
595,1949,3553_4864,1,7
1949,4864,3553_4864,1,7
9804,9149,9804_1540,2,3
9149,9419,9804_1540,2,3
9419,6322,9804_1540,2,3
6322,704,9804_1540,2,3
704,1540,9804_1540,2,3
8600,6033,8600_6990,7,3
6033,4424,8600_6990,7,3
4424,5951,8600_6990,7,3
5951,4629,8600_6990,7,3
4629,5533,8600_6990,7,3
5533,6990,8600_6990,7,3
5928,2358,5928_2312,3,0
2358,7185,5928_2312,3,0
7185,4752,5928_2312,3,0
4752,696,5928_2312,3,0
696,2998,5928_2312,3,0
2998,9848,5928_2312,3,0
9848,1690,5928_2312,3,0
1690,2312,5928_2312,3,0
9156,3802,9156_5069,2,9
3802,323,9156_5069,2,9
323,8447,9156_5069,2,9
8447,9780,9156_5069,2,9
9780,5069,9156_5069,2,9
5712,6586,5712_7816,4,3
6586,2524,5712_7816,4,3
2524,2896,5712_7816,4,3
2896,1545,5712_7816,4,3
1545,7816,5712_7816,4,3
6262,2567,6262_4387,1,9
2567,355,6262_4387,1,9
355,1732,6262_4387,1,9
1732,9488,6262_4387,1,9
9488,1714,6262_4387,1,9
1714,9116,6262_4387,1,9
9116,3284,6262_4387,1,9
3284,8079,6262_4387,1,9
8079,4387,6262_4387,1,9
594,4316,594_3690,6,2
4316,8082,594_3690,6,2
8082,333,594_3690,6,2
333,1319,594_3690,6,2
1319,8975,594_3690,6,2
8975,3690,594_3690,6,2
8467,5884,8467_3755,4,9
5884,268,8467_3755,4,9
268,417,8467_3755,4,9
417,2648,8467_3755,4,9
2648,7801,8467_3755,4,9
7801,2471,8467_3755,4,9
2471,3755,8467_3755,4,9
9877,2478,9877_7954,7,6
2478,2273,9877_7954,7,6
2273,595,9877_7954,7,6
595,7888,9877_7954,7,6
7888,2696,9877_7954,7,6
2696,9381,9877_7954,7,6
9381,6678,9877_7954,7,6
6678,3733,9877_7954,7,6
3733,7954,9877_7954,7,6
5187,9540,5187_2264,7,0
9540,2451,5187_2264,7,0
2451,2004,5187_2264,7,0
2004,7669,5187_2264,7,0
7669,2264,5187_2264,7,0
871,7475,871_1764,4,2
7475,7741,871_1764,4,2
7741,3648,871_1764,4,2
3648,1919,871_1764,4,2
1919,1764,871_1764,4,2
8599,5047,8599_3968,3,2
5047,9386,8599_3968,3,2
9386,2874,8599_3968,3,2
2874,3968,8599_3968,3,2
870,4752,870_5397,8,1
4752,2761,870_5397,8,1
2761,3011,870_5397,8,1
3011,780,870_5397,8,1
780,2000,870_5397,8,1
2000,7783,870_5397,8,1
7783,57,870_5397,8,1
57,996,870_5397,8,1
996,5397,870_5397,8,1
2856,920,2856_8259,7,4
920,363,2856_8259,7,4
363,8112,2856_8259,7,4
8112,3614,2856_8259,7,4
3614,7033,2856_8259,7,4
7033,3483,2856_8259,7,4
3483,8259,2856_8259,7,4
3363,2191,3363_1579,4,0
2191,7264,3363_1579,4,0
7264,7674,3363_1579,4,0
7674,5193,3363_1579,4,0
5193,1579,3363_1579,4,0
8916,365,8916_9992,0,8
365,696,8916_9992,0,8
696,4752,8916_9992,0,8
4752,9992,8916_9992,0,8
1348,7853,1348_9266,5,0
7853,2967,1348_9266,5,0
2967,928,1348_9266,5,0
928,4830,1348_9266,5,0
4830,9837,1348_9266,5,0
9837,9266,1348_9266,5,0
6313,9276,6313_2009,7,3
9276,7027,6313_2009,7,3
7027,9116,6313_2009,7,3
9116,3057,6313_2009,7,3
3057,1825,6313_2009,7,3
1825,4640,6313_2009,7,3
4640,2009,6313_2009,7,3
3163,2967,3163_7109,6,2
2967,7973,3163_7109,6,2
7973,25,3163_7109,6,2
25,7109,3163_7109,6,2
4336,4946,4336_1218,3,5
4946,5919,4336_1218,3,5
5919,6288,4336_1218,3,5
6288,473,4336_1218,3,5
473,3309,4336_1218,3,5
3309,1218,4336_1218,3,5
2832,9482,2832_7991,0,9
9482,3327,2832_7991,0,9
3327,3650,2832_7991,0,9
